6.652867125173156e-17, 1.438449888287666e-14
3.1946609910494733e-16, 1.128837891684693e-14
3.4308223458442363e-16, 1.1993539462092355e-14
6.518674444190348e-16, 1.2362470354499439e-14
8.670678779986709e-16, 1.889364667507593e-14
7.518067050571089e-16, 1.9474830399087612e-14
7.00055937424058e-16, 2.1327864278928132e-14
1.3301291319609208e-15, 2.407570134676241e-14
1.7692435076910983e-15, 2.6366508987303662e-14
1.900032641470488e-15, 3.259551857071832e-14
3.361620415322802e-15, 3.569698846826077e-14
2.7141154583473826e-15, 3.679505646173878e-14
4.163600255825478e-15, 4.0296113202003955e-14
5.947525095131672e-15, 4.281332398719396e-14
5.947525095131672e-15, 3.4631689912697595e-14
5.947525095131672e-15, 4.688702004672831e-14
1.1300491816715001e-14, 4.688702004672831e-14
1.1300491816715001e-14, 5.2927844856926505e-14
2.1471303316428465e-14, 5.6234132519034906e-14
2.1471303316428465e-14, 6.15848211066028e-14
2.6593699744830687e-14, 6.951927961775619e-14
2.8559606042350403e-14, 7.386199822079358e-14
3.537305475722086e-14, 6.744462874835762e-14
4.381198399592383e-14, 6.951927961775619e-14
4.705073061902792e-14, 6.15848211066028e-14
3.293814332999015e-14, 5.796393953384973e-14
6.258354747641421e-14, 6.3479219593505e-14
8.324419967983758e-14, 5.974695679970719e-14
9.600655472554078e-14, 8.858667904100832e-14
1.3714126199516215e-13, 5.796393953384973e-14
1.2770111529964167e-13, 5.13483290743756e-14
3.005218863426338e-13, 1e-13
4.2928267625076473e-13, 1.482697760456359e-13
4.2928267625076473e-13, 1.889364667507593e-13
6.132119639330061e-13, 1.947483039908761e-13
6.132119639330061e-13, 1.725210549942039e-13
9.407003972709864e-13, 9.701571868867813e-13
1.5497637089102914e-12, 5.623413251903514e-12
1.5497637089102914e-12, 6.9519279617756195e-12
2.3774215481668836e-12, 4.4130296168378213e-11
3.647093544126502e-12, 2.976351441631337e-10
5.768487380830935e-10, 7.165774841172184e-10
2.082495496020584e-9, 6.951927961775648e-10
2.769987926434364e-9, 5.974695679970743e-10
1.4578633366480565e-9, 4.029611320200429e-10
1.6813716361088665e-9, 3.463168991269774e-10
7.672833112592115e-10, 2.6366508987303664e-10
1.0205858847733118e-9, 2.132786427892822e-10
3.430822345844236e-9, 2.0691380811147987e-10
8.073830840555414e-9, 3.3598182862838017e-10
5.652133217688221e-9, 1.8893646675076007e-10
5.652133217688221e-9, 1.6737254139191722e-10
6.069960161426384e-9, 1.0951501934480223e-10
2.5793152434654347e-9, 1.2742749857031426e-10
1.2640664697194821e-9, 1.1635618505359118e-10
2.082495496020584e-9, 9.131167633286548e-11
3.684441636130341e-9, 8.858667904100868e-11
3.684441636130341e-9, 8.088998163995956e-11
1.6813716361088665e-9, 4.832930238571772e-11
1.4578633366480565e-9, 2.8013567611988813e-11
5.052889757264329e-7, 1.6737254139191653e-11
3.0670839526674034e-7, 1.3134727062036931e-11
0.0000010310372030795655, 1.3134727062036931e-11
0.0000010310372030795655, 1.0307608019778651e-11
0.0000010310372030795655, 1.0000000000000041e-11
0.0000010310372030795655, 8.088998163995957e-12
5.052889757264329e-7, 7.847599703514622e-12
7.751406824385359e-7, 8.088998163995957e-12
0.0000010310372030795655, 6.7444628748357895e-12
0.000003005218863426338, 1.0000000000000041e-11
0.000003005218863426338, 8.858667904100868e-12
0.000003005218863426338, 7.38619982207939e-12
0.000004950969666199818, 5.134832907437581e-12
9.600655472554118e-7, 4.2813323987194134e-12
0.0000010310372030795655, 3.6795056461738925e-12
0.0000014727925983649161, 3.7926901907322694e-12
0.0000015816669660477598, 3.1622776601683923e-12
0.0000015816669660477598, 2.8013567611988815e-12
0.0000010310372030795655, 3.0679063989438676e-12
0.0000010310372030795655, 2.407570134676241e-12
0.000007072248661182021, 2.8875287417994506e-12
0.000004610168661060682, 1.7782794100389301e-12
0.000004950969666199818, 1.6237767391887243e-12
0.000003005218863426338, 1.8329807108324375e-12
0.000004610168661060682, 1.2742749857031374e-12
0.000003005218863426338, 1.3134727062036932e-12
0.000003005218863426338, 1.236247035449944e-12
0.00005209717322799156, 8.858667904100868e-12
0.0000989863296615256, 1.0000000000000041e-11
